gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,RevenuePerMonth,ChargeRatio,HighValueCustomer
0,0,1,1,5,1,1,99.15,465.05,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,77.50833333333334,1.2629232565545059,1
0,0,1,0,15,1,0,101.75,1669.4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,104.3375,0.9659428028954551,1
0,0,0,0,47,1,0,75.45,3545.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,73.85625,1.0079318694163815,1
0,0,0,0,8,1,0,64.1,504.05,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,56.00555555555556,1.1244518078160022,0
1,0,0,0,17,0,1,25.65,440.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.455555555555556,1.0076385857704058,0
1,0,1,1,15,1,0,75.1,1151.55,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71.971875,1.0291636332491114,1
0,0,0,0,26,1,1,95.85,2475.35,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,91.67962962962963,1.0342078446260514,1
0,0,0,0,23,1,0,54.4,1249.25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52.052083333333336,1.0254074219516984,0
0,1,0,0,4,1,0,72.75,317.75,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,63.55,1.1270333075135555,1
1,0,0,1,29,1,0,19.85,535.05,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,17.834999999999997,1.0538890363684632,0
0,0,0,0,25,1,0,19.05,461.3,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,17.742307692307694,1.0164169915862917,0
1,0,0,0,9,1,0,44.95,431.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43.1,1.0192743764172336,0
1,0,1,0,18,1,1,49.55,878.35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,46.22894736842105,1.0491447038502255,0
1,1,0,0,3,1,1,94.85,335.75,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,83.9375,1.1167034584253126,1
0,0,1,1,69,0,0,46.25,3121.4,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,44.59142857142857,1.0144450711286583,0
1,0,0,0,14,1,0,19.35,324.8,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,21.653333333333332,0.8541789287816364,0
1,0,0,0,19,1,0,69.6,1394.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,69.72749999999999,0.9840585345162773,0
1,1,0,0,39,1,0,90.7,3413.25,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,85.33125,1.0506045030044162,1
1,0,0,0,31,1,1,101.4,3143.65,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,98.2390625,1.0217750696707761,1
1,0,1,1,24,1,0,20.25,439.75,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,17.59,1.0892953200645508,0
1,0,1,0,14,1,0,48.8,664.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44.29333333333333,1.077421254047689,0
0,0,1,0,64,1,1,74.35,4759.55,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,73.22384615384615,1.0016996403809681,1
0,0,0,0,50,1,1,19.35,1033.0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,20.254901960784313,0.9103782287822879,0
1,0,1,1,52,1,1,68.75,3482.85,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,65.71415094339622,1.0305160003959446,0
1,0,0,0,28,1,0,100.2,2688.45,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,92.7051724137931,1.069311302875858,1
0,0,0,0,21,1,1,20.85,435.25,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,19.78409090909091,1.0031711317659924,0
1,0,0,1,25,1,1,95.9,2448.75,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,94.1826923076923,1.0075361147590667,1
0,0,1,0,17,1,0,19.35,307.0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,17.055555555555557,1.0716923076923077,0
1,0,1,0,58,0,1,45.0,2689.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,45.582203389830504,0.9660341659541181,0
1,1,1,0,17,1,0,81.5,1329.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,73.84444444444445,1.0889251781472684,1
0,0,1,0,51,1,0,25.5,1281.25,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,24.639423076923077,0.9945621601350084,0
1,0,1,1,72,0,0,48.9,3527.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,48.31506849315068,0.9915833333333334,0
1,0,1,0,52,1,0,84.1,4348.65,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,82.05,1.0126429861529198,1
0,0,0,0,27,1,1,19.6,561.15,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,20.041071428571428,0.931511499618094,0
0,0,0,0,3,1,0,20.0,63.6,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,15.9,1.183431952662722,0
0,0,1,0,64,1,1,81.3,5129.3,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,78.91230769230769,1.0173651887646074,1
0,0,1,0,45,1,1,95.2,4285.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,93.16956521739131,1.0109423334410637,1
1,1,1,0,3,0,1,36.45,93.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,23.425,1.4923234390992837,0
0,0,1,0,71,1,1,83.3,5894.5,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,81.86805555555556,1.005212436101567,1
0,1,0,0,1,0,0,25.05,25.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.525,1.8521256931608132,0
0,0,1,1,58,1,0,20.3,1160.75,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,19.673728813559322,0.981922525107604,0
1,0,1,1,34,1,1,89.85,3091.75,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,88.33571428571429,1.005756776205325,1
0,0,0,0,8,1,1,49.85,365.55,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40.61666666666667,1.197837404885863,0
0,0,1,1,15,1,0,19.8,272.95,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,17.059375,1.0963834573455615,0
1,0,1,1,66,0,0,54.65,3632.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,54.208955223880594,0.9898756420654231,0
1,1,0,0,12,0,1,29.35,381.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,29.323076923076922,0.9679096905124304,0
1,0,0,0,58,1,1,19.15,1035.5,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,17.550847457627118,1.032297852900868,0
0,0,1,1,3,1,0,19.1,52.0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,13.0,1.3642857142857143,0
0,1,1,0,43,0,0,55.55,2342.2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,53.23181818181818,1.0243064286312966,0
0,0,0,0,9,1,0,80.55,653.9,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,65.39,1.2132851333032082,1
0,0,0,0,3,1,0,20.25,71.2,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,17.8,1.077127659574468,0
0,0,1,1,22,1,1,69.5,1498.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,65.13913043478261,1.0508151459374178,0
1,0,1,0,40,1,1,106.0,4178.65,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,101.91829268292682,1.029943241738059,1
0,0,0,0,68,1,0,25.5,1821.8,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,26.402898550724636,0.9305584937592554,0
1,0,1,0,54,1,1,104.3,5278.15,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,95.96636363636362,1.0756307248061654,1
0,0,0,0,50,1,1,79.6,4024.2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,78.90588235294118,0.9961719670200235,1
1,0,0,0,1,1,1,55.25,55.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,27.625,1.9301310043668123,0
0,0,1,0,72,1,0,88.05,6520.8,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,89.32602739726028,0.9748020868088203,1
1,0,0,1,40,1,1,20.4,854.9,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,20.851219512195122,0.9335863377609107,0
0,0,1,1,72,1,1,117.6,8308.9,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,113.82054794520548,1.0242069220582446,1
0,0,0,0,6,1,0,20.0,109.2,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,15.6,1.2048192771084336,0
0,0,0,0,5,1,1,19.65,92.05,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,15.341666666666667,1.2024477307496173,0
1,0,1,0,48,1,1,70.55,3420.5,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,69.8061224489796,0.9963827640870442,1
0,0,0,0,1,1,1,93.85,93.85,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,46.925,1.9582681272822118,1
0,0,1,1,64,1,0,65.8,4068.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,62.58461538461538,1.0348415194773772,0
0,0,0,0,17,1,0,20.05,337.9,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,18.772222222222222,1.0140488901376792,0
1,0,1,0,40,1,1,80.0,3168.75,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,77.28658536585365,1.021886439753875,1
0,0,1,1,41,0,0,35.4,1412.4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,33.62857142857143,1.022277227722772,0
1,1,0,0,51,1,1,79.6,3974.7,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,76.43653846153846,1.0279385104427943,1
1,0,1,0,41,1,1,80.25,3439.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,81.88095238095238,0.9682562482045389,1
0,0,1,1,1,1,0,50.45,50.45,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,25.225,1.9237368922783604,0
0,0,0,0,2,1,1,20.45,42.45,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,14.15,1.3498349834983498,0
1,0,0,0,68,1,0,79.6,5461.45,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,79.15144927536231,0.9931199088681754,1
0,0,1,1,24,1,0,24.7,571.75,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,22.87,1.0347716799329703,0
1,0,1,0,70,1,0,77.3,5498.2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,77.43943661971831,0.9854736766501472,1
1,0,0,0,3,0,1,29.75,96.85,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24.2125,1.1799702528507685,0
1,0,0,0,2,1,0,44.9,111.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.016666666666666,1.1810609381850066,0
1,0,1,0,3,0,0,29.8,94.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,23.6,1.2113821138211383,0
0,0,0,0,7,1,1,74.65,521.1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,65.1375,1.1287091287091287,1
0,0,0,0,13,1,1,71.95,923.85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,65.98928571428571,1.0740523537879192,1
1,0,0,0,7,1,0,20.75,141.1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,17.6375,1.1133467471495642,0
1,0,1,1,12,1,1,56.3,628.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,48.357692307692304,1.1406530039741292,0
1,0,1,1,53,1,1,105.25,5576.3,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,103.26481481481481,1.0094488748379304,1
0,0,0,0,12,1,1,94.2,1046.1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,80.46923076923076,1.1562647530922483,1
1,0,1,1,63,1,0,19.55,1245.6,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,19.4625,0.9554062309102017,0
0,0,0,0,15,1,0,84.45,1287.85,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,80.490625,1.0363155270928406,1
1,0,1,1,36,1,0,53.65,1939.35,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,52.41486486486486,1.004402054292003,0
1,1,1,0,4,0,1,29.9,118.25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,23.65,1.2129817444219066,0
0,0,1,1,24,1,0,19.7,452.55,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,18.102,1.0313056224479111,0
0,0,0,0,61,0,0,43.7,2696.55,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,43.49274193548387,0.9821826684308786,0
1,0,0,0,16,1,0,55.3,875.35,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,51.491176470588236,1.0535103939037374,0
1,0,1,1,65,1,1,19.85,1267.05,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,19.19772727272727,0.982783841566333,0
0,0,1,1,26,1,0,19.65,494.9,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,18.32962962962963,1.0165740563326306,0
1,0,0,0,16,1,1,49.45,799.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,47.0,1.0302083333333334,0
0,0,1,0,54,1,0,106.55,5763.3,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,104.78727272727274,1.0072100097966759,1
1,0,0,0,1,1,0,20.1,20.1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,10.05,1.8190045248868778,0
1,0,0,1,5,1,0,20.45,106.9,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,17.816666666666666,1.0868024800708591,0
0,0,0,0,19,0,1,39.7,710.05,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,35.5025,1.0875967399493187,0
1,0,0,0,10,1,1,54.5,568.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51.654545454545456,1.0350483425414365,0
0,0,1,1,23,1,0,83.8,1900.25,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,79.17708333333333,1.045186436273873,1
1,0,0,0,3,1,0,55.15,159.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,39.7875,1.352129941771376,0
0,0,0,0,72,1,1,111.6,8012.75,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,109.76369863013699,1.0075503200074205,1
1,1,1,0,10,1,1,86.65,856.65,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,77.87727272727273,1.0985420388405465,1
0,0,1,1,10,1,1,55.55,551.3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,50.11818181818182,1.086697492441757,0
1,0,1,0,11,1,1,20.55,184.95,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,15.4125,1.2520944402132521,0
0,1,0,0,37,1,1,106.75,4056.75,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,106.75657894736842,0.9906587703767018,1
1,0,1,1,17,1,1,62.1,1096.65,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,60.925000000000004,1.0028259991925716,0
0,0,1,1,36,1,1,104.5,3684.95,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,99.59324324324324,1.0388371686884563,1
1,1,0,0,17,1,1,101.8,1752.45,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,97.35833333333333,1.034991103956621,1
0,1,1,1,66,1,1,110.6,7210.85,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,107.62462686567164,1.018185315718241,1
1,0,1,1,61,1,0,84.9,5264.5,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,84.91129032258064,0.9882286679808506,1
1,0,0,0,22,1,1,93.2,2157.3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,93.79565217391306,0.9831674540200889,1
1,0,0,0,1,0,1,24.4,24.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.2,1.8484848484848484,0
0,0,0,0,6,1,0,70.55,433.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,61.99285714285714,1.1199682503685224,1
1,0,0,0,31,1,1,78.45,2435.15,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,76.0984375,1.0175303487830087,1
0,0,1,1,68,1,1,85.0,5607.75,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,81.27173913043478,1.0331615801294756,1
0,0,1,1,34,1,0,87.45,2874.15,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,82.11857142857143,1.0521114414863448,1
0,0,1,1,52,1,0,85.8,4433.3,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,83.64716981132077,1.013619240799768,1
0,0,0,1,10,1,1,91.1,964.35,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,87.66818181818182,1.0274260521863945,1
1,0,1,1,29,1,1,70.75,1974.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65.82666666666667,1.0587090981644054,1
0,0,1,1,72,1,0,20.1,1460.85,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,20.011643835616436,0.9566124458063046,0
1,0,1,1,47,1,0,20.05,951.55,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,19.823958333333334,0.9628332749737382,0
1,0,1,1,24,1,0,74.8,1821.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,72.848,1.0128913443830572,1
1,0,0,0,65,1,0,24.8,1600.95,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,24.256818181818183,0.9819130747772878,0
0,0,0,0,4,1,1,100.85,399.25,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,79.85,1.2473716759431046,1
1,1,1,0,12,1,1,101.35,1218.55,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,93.73461538461538,1.0698307011489585,1
1,0,0,0,1,1,1,81.7,81.7,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40.85,1.95221027479092,1
1,0,0,0,33,1,0,68.25,2171.15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63.85735294117647,1.0523093667097476,0
0,0,0,0,34,1,1,105.1,3634.8,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,103.85142857142857,1.0023707014006213,1
0,0,1,0,14,1,0,20.4,292.4,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,19.493333333333332,0.9954456733897202,0
0,0,0,0,4,1,1,79.15,317.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,63.45,1.2280837858805276,1
1,0,1,1,13,1,0,20.0,218.55,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,15.610714285714286,1.2040421414749516,0
0,0,1,1,65,1,1,79.4,5071.9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,76.8469696969697,1.019949784931587,1
1,0,1,1,23,1,0,57.2,1423.35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,59.30625,0.9484920717172765,0
1,0,1,0,55,1,0,58.6,3068.6,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,54.79642857142857,1.0502464315432376,0
1,0,1,0,49,1,1,94.8,4690.65,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,93.81299999999999,0.9998628880005908,1
1,0,1,0,60,1,0,102.5,6157.6,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,100.94426229508197,1.0054513877721674,1
0,0,1,1,69,1,1,20.35,1442.65,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,20.609285714285715,0.9417247876243678,0
1,0,0,0,40,1,1,84.9,3369.05,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,82.1719512195122,1.020776821454231,1
1,0,1,0,67,1,1,69.2,4671.65,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,68.70073529411764,0.9928159252265465,0
1,1,0,0,35,1,1,95.45,3474.05,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,96.5013888888889,0.9789604136693209,1
1,0,1,1,19,1,1,100.95,1875.55,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,93.7775,1.0651262166653477,1
0,0,1,1,13,1,0,20.85,272.35,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,19.45357142857143,1.0193818753273967,0
0,0,0,1,41,1,1,88.5,3645.05,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,86.78690476190476,1.0081230251827342,1
0,0,0,0,4,0,0,35.0,135.75,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,27.15,1.2433392539964476,0
0,0,1,1,24,1,0,55.15,1319.85,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,52.794,1.0252072721864893,0
0,0,0,0,5,0,1,50.95,229.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,38.233333333333334,1.298640611724724,0
0,0,0,0,5,1,1,64.0,370.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,61.708333333333336,1.0205980066445182,0
0,0,1,1,1,1,1,69.1,69.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34.55,1.9437412095639943,0
0,0,1,1,72,1,0,80.2,5714.2,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,78.27671232876712,1.0116463920376004,1
0,0,0,0,24,1,1,49.3,1233.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,49.33,0.9795350685475859,0
0,0,1,0,42,1,0,84.35,3571.6,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,83.06046511627906,1.0034443645216622,1
0,0,0,0,4,1,0,20.05,83.3,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,16.66,1.1353340883352208,0
1,0,0,0,68,1,1,117.2,8035.95,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,116.46304347826087,0.9977606277645142,1
0,0,1,1,33,1,0,20.1,579.4,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,17.041176470588233,1.1141180306488427,0
0,1,0,0,1,1,1,69.6,69.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34.8,1.9441340782122905,0
1,0,0,0,31,1,1,103.45,3066.45,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,95.8265625,1.0684051703270991,1
0,0,0,0,4,1,0,77.95,305.55,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61.11,1.2550313959104815,1
1,1,1,0,69,1,1,109.95,7634.25,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,109.06071428571428,0.998994061719181,1
1,1,0,0,38,1,0,94.75,3653.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,93.66666666666667,1.0008802816901408,1
0,0,1,1,3,1,1,80.0,241.3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,60.325,1.3045250713412149,1
0,0,1,1,48,1,0,79.65,3870.3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,78.9857142857143,0.9958028219324879,1
