gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,RevenuePerMonth,ChargeRatio,HighValueCustomer,ContractRisk,CustomerLifetimeValue,ChargesPerTenure,ServiceUsageScore,TenureGroup_New Customer,TenureGroup_Regular Customer,TenureGroup_VIP Customer,RiskCategory_Medium Risk,RiskCategory_High Risk
0,1,1,0,70,1,1,19.55,1462.05,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,20.59225352112676,0.9054173053716448,0,2,1368.5,20.59225352112676,0,0,0,1,0,0
0,1,0,0,1,0,0,25.25,25.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.625,1.853211009174312,0,0,25.25,12.625,0,1,0,0,0,0
1,0,1,0,38,0,1,60.0,2193.2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,56.23589743589743,1.0482931636950097,0,2,2280.0,56.23589743589743,5,0,0,0,1,0
0,0,1,0,28,1,0,89.9,2433.5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,83.91379310344827,1.0587208121827412,1,0,2517.2000000000003,83.91379310344827,3,0,0,0,0,1
0,0,1,0,32,1,0,19.4,641.15,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,19.42878787878788,0.949640287769784,0,0,620.8,19.42878787878788,0,0,0,0,0,0
1,1,1,0,49,1,0,49.8,2398.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,47.968,1.0169906877961117,0,2,2440.2,47.968,1,0,0,1,1,0
0,0,1,1,37,1,1,24.1,861.85,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,22.68026315789474,1.017725176418292,0,2,891.7,22.68026315789474,0,0,0,0,0,0
0,0,0,0,10,1,0,54.25,583.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,53.0,1.0046296296296295,0,0,542.5,53.0,2,1,0,0,1,0
1,0,1,0,67,1,0,109.9,7332.4,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,107.82941176470588,1.0098373060915626,1,1,7363.3,107.82941176470588,5,0,0,1,0,1
1,0,0,0,7,0,1,35.5,249.55,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,31.19375,1.102698505144632,0,1,248.5,31.19375,2,1,0,0,1,0
0,0,0,0,51,1,0,87.55,4475.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,86.07499999999999,1.0054550674705711,1,1,4465.05,86.07499999999999,2,0,0,1,0,1
0,0,0,0,9,1,0,45.15,416.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41.645,1.0587407667956386,0,0,406.35,41.644999999999996,0,1,0,0,1,0
0,0,0,0,9,1,1,88.4,788.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,78.86,1.1069371399949912,1,0,795.6,78.86,2,1,0,0,0,1
1,0,0,0,4,1,1,50.8,202.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,40.46,1.225277375783888,0,0,203.2,40.46,1,1,0,0,1,0
1,0,1,0,71,1,1,99.0,6994.6,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,97.14722222222224,1.0086887612147284,1,2,7029.0,97.14722222222223,4,0,0,1,0,1
0,0,1,1,50,1,1,84.4,4116.15,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80.70882352941176,1.0329361794031893,1,0,4220.0,80.70882352941176,1,0,0,1,0,1
0,1,1,1,24,1,1,96.55,2263.45,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,90.538,1.0547532172431122,1,2,2317.2,90.538,3,0,1,0,0,1
1,0,1,0,22,1,1,59.75,1374.35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,59.75434782608695,0.9834687086270442,0,1,1314.5,59.75434782608695,2,0,1,0,1,0
1,0,0,0,44,1,1,111.5,4915.15,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,109.22555555555554,1.0115621503381955,1,0,4906.0,109.22555555555554,5,0,0,0,0,1
0,0,1,1,33,1,0,24.25,838.5,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,24.66176470588235,0.9449856733524356,0,0,800.25,24.66176470588235,0,0,0,0,0,0
0,0,0,0,1,1,1,75.1,75.1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37.55,1.948119325551232,1,0,75.1,37.55,0,1,0,0,0,1
0,0,1,0,54,1,1,70.15,3715.65,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,67.55727272727273,1.0232320687414638,0,1,3788.1,67.55727272727273,2,0,0,1,0,1
1,0,0,0,42,1,1,101.75,4273.45,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,99.38255813953488,1.0136223053666786,1,0,4273.5,99.38255813953488,3,0,0,0,0,1
0,0,0,0,1,1,0,45.8,45.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.9,1.9163179916317992,0,0,45.8,22.9,0,1,0,0,1,0
0,0,0,0,1,1,0,20.5,20.5,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,10.25,1.8222222222222224,0,0,20.5,10.25,0,1,0,0,0,0
1,0,0,0,30,1,0,70.4,2044.75,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,65.95967741935483,1.0513790196314587,1,1,2112.0,65.95967741935483,4,0,0,0,0,1
0,0,0,0,1,0,0,30.55,30.55,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15.275,1.8771121351766515,0,0,30.55,15.275,1,1,0,0,0,0
1,0,1,1,16,1,0,84.9,1398.25,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,82.25,1.0198198198198198,1,0,1358.4,82.25,5,0,1,0,0,1
1,0,0,0,1,1,1,20.1,20.1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,10.05,1.8190045248868776,0,0,20.1,10.05,0,1,0,0,0,0
1,0,1,0,9,0,0,40.65,328.95,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,32.895,1.199291930963269,0,0,365.85,32.894999999999996,2,1,0,0,1,0
1,1,1,0,46,1,1,101.0,4680.05,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,99.57553191489362,1.0042203911530447,1,0,4646.0,99.57553191489362,3,0,0,0,0,1
1,0,0,0,1,1,1,69.1,69.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34.55,1.9437412095639943,0,0,69.1,34.55,0,1,0,0,1,0
1,0,1,0,71,1,0,54.5,3778.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,52.475,1.0191678354371203,0,2,3869.5,52.474999999999994,2,0,0,1,1,0
1,0,0,0,43,1,1,75.35,3161.4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,71.85000000000001,1.0343170899107754,1,0,3240.05,71.85000000000001,0,0,0,0,0,1
1,0,1,0,50,0,1,44.45,2188.45,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,42.910784313725486,1.0122798008439573,0,1,2222.5,42.910784313725486,3,0,0,1,1,0
0,0,0,0,13,1,1,75.0,999.45,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71.38928571428572,1.0360649267354087,1,0,975.0,71.38928571428572,0,0,1,0,0,1
1,0,1,1,19,1,0,100.0,1888.65,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,94.4325,1.0478610536242894,1,1,1900.0,94.4325,4,0,1,0,0,1
0,0,0,0,41,1,0,98.05,3990.6,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,95.0142857142857,1.0212022020532658,1,0,4020.05,95.0142857142857,3,0,0,0,0,1
0,1,0,0,1,1,1,71.15,71.15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35.575,1.9453178400546824,1,0,71.15,35.575,0,1,0,0,0,1
0,0,0,0,24,0,1,54.15,1240.25,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,49.61,1.069946650859514,0,0,1299.6,49.61,4,0,1,0,1,0
0,0,1,0,40,1,0,63.9,2635.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,64.26829268292683,0.979035874439462,0,1,2556.0,64.26829268292683,2,0,0,0,1,0
0,0,1,1,3,1,1,69.15,235.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,58.75,1.1573221757322176,0,0,207.45,58.75,3,1,0,0,1,0
0,0,0,0,37,1,0,64.65,2347.85,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,61.78552631578947,1.029695915501813,0,1,2392.05,61.78552631578947,2,0,0,0,1,0
0,0,1,1,67,1,1,108.75,7156.2,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,105.23823529411764,1.0236427562913542,1,2,7286.25,105.23823529411764,5,0,0,1,0,1
0,0,1,1,32,1,1,98.85,3089.6,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,93.62424242424242,1.0446582975725356,1,0,3163.2,93.62424242424242,3,0,0,0,0,1
0,0,1,0,6,1,1,49.15,270.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,38.68571428571429,1.2384809215262778,0,0,294.9,38.68571428571429,1,1,0,0,1,0
0,0,1,1,32,1,0,89.6,2901.8,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,87.93333333333334,1.0074962518740629,1,0,2867.2,87.93333333333334,2,0,0,0,0,1
0,0,0,0,59,1,1,83.25,4949.1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,82.485,0.9971851230760016,1,0,4911.75,82.485,2,0,0,1,0,1
0,0,1,0,30,1,0,70.25,2198.9,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,70.93225806451613,0.97661330104489,0,1,2107.5,70.93225806451613,4,0,0,0,0,1
1,0,0,1,20,1,1,19.4,374.5,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,17.833333333333332,1.0300884955752212,0,0,388.0,17.833333333333332,0,0,1,0,0,0
0,0,1,1,27,1,0,24.5,761.95,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,27.2125,0.8684093929995569,0,2,661.5,27.212500000000002,0,0,0,0,0,0
0,1,0,0,20,1,1,79.15,1520.9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72.42380952380952,1.0779881963810884,1,0,1583.0,72.42380952380952,1,0,1,0,0,1
1,0,0,1,9,1,0,20.1,190.25,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,19.025,1.0037453183520602,0,1,180.9,19.025,0,1,0,0,0,0
0,0,1,1,68,1,1,73.0,5163.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,74.82608695652173,0.9627293577981652,1,1,4964.0,74.82608695652173,4,0,0,1,0,1
0,0,1,1,69,1,0,61.4,4059.85,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,57.99785714285714,1.0407157644950784,0,2,4236.599999999999,57.99785714285714,2,0,0,1,1,0
1,0,0,0,26,1,1,84.3,2281.6,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,84.5037037037037,0.9859222039331196,1,0,2191.8,84.5037037037037,2,0,0,0,0,1
1,0,1,1,69,1,0,19.9,1356.7,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,19.38142857142857,0.9763790565640988,0,2,1373.1,19.38142857142857,0,0,0,1,0,0
1,0,0,0,11,1,0,20.4,231.45,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,19.2875,1.0055452865064696,0,2,224.4,19.287499999999998,0,1,0,0,0,0
1,0,0,0,1,1,0,50.75,50.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.375,1.924170616113744,0,0,50.75,25.375,0,1,0,0,1,0
1,0,1,1,10,1,0,20.45,242.4,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,22.036363636363635,0.8877269139700079,0,1,204.5,22.036363636363635,0,1,0,0,0,0
0,0,1,1,55,1,1,75.75,4264.25,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,76.14732142857143,0.9818876222440832,1,1,4166.25,76.14732142857143,4,0,0,1,0,1
1,0,0,0,44,1,0,65.4,2774.55,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,61.65666666666667,1.0437835824865669,0,1,2877.6000000000004,61.65666666666667,3,0,0,0,1,0
1,1,1,0,46,1,1,80.4,3605.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,76.7063829787234,1.0346640381140138,1,0,3698.4,76.7063829787234,1,0,0,0,0,1
1,0,1,1,69,1,1,59.75,4069.9,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,58.14142857142857,1.0102901036256915,0,2,4122.75,58.14142857142857,3,0,0,1,1,0
1,1,0,0,11,1,1,78.5,874.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,72.85000000000001,1.0629654705484088,1,0,863.5,72.85000000000001,1,1,0,0,0,1
0,0,1,0,11,1,1,102.0,1145.35,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,95.44583333333333,1.057588456387437,1,0,1122.0,95.44583333333333,3,1,0,0,0,1
1,0,0,0,29,1,0,48.95,1323.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44.123333333333335,1.084804609588535,0,0,1419.5500000000002,44.123333333333335,1,0,0,0,1,0
0,0,1,0,57,1,1,99.65,5497.05,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,94.77672413793104,1.0404406801018893,1,0,5680.05,94.77672413793104,3,0,0,1,0,1
1,0,0,0,28,1,0,18.25,534.7,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,18.43793103448276,0.9388859322334576,0,1,511.0,18.43793103448276,0,0,0,0,0,0
0,0,0,0,42,1,0,54.55,2455.05,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,57.09418604651163,0.9389924140829846,0,0,2291.1,57.09418604651163,2,0,0,0,1,0
0,0,0,0,2,1,0,20.65,38.7,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,12.9,1.4856115107913668,0,0,41.3,12.9,0,1,0,0,0,0
1,0,0,1,23,0,0,40.65,947.4,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,39.475,1.0043236565781346,0,1,934.95,39.475,3,0,1,0,1,0
0,0,1,1,18,1,0,20.45,357.0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,18.789473684210527,1.033377659574468,0,0,368.1,18.789473684210527,0,0,1,0,0,0
1,0,1,1,62,1,0,24.8,1476.25,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,23.432539682539684,1.0150397921065453,0,1,1537.6,23.432539682539684,0,0,0,1,0,0
0,0,0,0,1,1,1,70.8,70.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35.4,1.945054945054945,1,0,70.8,35.4,0,1,0,0,0,1
1,0,0,0,16,1,1,89.05,1448.6,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,85.21176470588235,1.032921670305677,1,0,1424.8,85.21176470588235,2,0,1,0,0,1
0,0,0,0,3,1,1,96.6,291.9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,72.975,1.3058465697870902,1,0,289.79999999999995,72.975,2,1,0,0,0,1
1,0,0,0,67,1,1,88.8,5903.15,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,86.81102941176471,1.0112624871255955,1,1,5949.599999999999,86.81102941176471,6,0,0,1,0,1
1,0,0,0,62,1,1,20.05,1201.65,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,19.07380952380953,0.99881390107935,0,2,1243.1,19.073809523809526,0,0,0,1,0,0
0,0,1,0,57,1,1,104.5,5921.35,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,102.09224137931037,1.0136553304288929,1,0,5956.5,102.09224137931035,4,0,0,1,0,1
1,0,0,0,2,1,1,69.8,146.65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48.88333333333333,1.399264951553625,0,0,139.6,48.88333333333333,0,1,0,0,1,0
0,0,1,1,23,1,1,77.15,1759.4,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,73.30833333333334,1.038241561063138,1,2,1774.45,73.30833333333334,4,0,1,0,0,1
0,0,0,1,25,0,0,35.05,844.45,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,32.47884615384616,1.0469297489804124,0,2,876.2499999999999,32.478846153846156,2,0,0,0,1,0
0,1,0,0,72,1,1,108.1,7774.05,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,106.49383561643836,1.005639061813038,1,2,7783.2,106.49383561643836,5,0,0,1,0,1
0,0,1,0,2,1,1,84.05,134.05,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,44.68333333333334,1.83983947464429,1,0,168.1,44.68333333333334,1,1,0,0,0,1
0,0,0,0,8,1,1,20.2,140.95,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,15.66111111111111,1.2124041347115704,0,1,161.6,15.66111111111111,0,1,0,0,0,0
0,0,0,0,5,1,1,50.6,249.95,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41.65833333333333,1.186169173666732,0,0,253.0,41.65833333333333,0,1,0,0,1,0
1,0,0,0,35,0,0,49.2,1701.65,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,47.26805555555556,1.0193076856674244,0,0,1722.0,47.268055555555556,3,0,0,0,1,0
1,0,0,0,24,1,0,24.6,592.65,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,23.706,0.9957095442402656,0,1,590.4000000000001,23.706,0,0,1,0,0,0
0,0,1,1,2,1,1,71.65,135.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45.25,1.5491891891891894,1,0,143.3,45.25,0,1,0,0,0,1
1,0,1,1,72,1,1,104.9,7732.65,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,105.92671232876712,0.9810457809407288,1,2,7552.8,105.92671232876712,5,0,0,1,0,1
0,0,0,0,41,1,1,106.5,4282.4,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,101.96190476190476,1.0343631486448988,1,0,4366.5,101.96190476190475,5,0,0,0,0,1
1,0,0,1,4,1,0,49.35,219.65,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43.93,1.0983752503894948,0,0,197.4,43.93,1,1,0,0,1,0
1,0,0,0,26,1,0,75.5,2018.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,74.74444444444444,0.9967727739474844,1,1,1963.0,74.74444444444444,1,0,0,0,0,1
1,0,0,0,7,1,1,94.25,669.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,83.625,1.1137370753323486,1,0,659.75,83.625,3,1,0,0,0,1
0,0,1,0,1,1,1,68.95,68.95,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34.475,1.9436222692036649,0,0,68.95,34.475,0,1,0,0,1,0
0,0,1,1,4,1,1,58.5,224.85,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,44.97,1.2725690667826843,0,0,234.0,44.97,2,1,0,0,1,0
1,0,0,0,48,1,0,78.9,3771.5,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,76.96938775510205,1.0119356105221828,1,2,3787.2,76.96938775510205,5,0,0,0,0,1
1,1,0,0,2,1,1,93.85,196.75,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,65.58333333333333,1.409511889862328,1,0,187.7,65.58333333333333,2,1,0,0,0,1
0,1,1,0,12,1,1,79.2,943.85,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,72.60384615384615,1.076030725819094,1,1,950.4,72.60384615384615,5,1,0,0,0,1
1,0,1,0,60,1,1,109.45,6572.85,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,107.7516393442623,1.006421610377081,1,0,6567.0,107.7516393442623,5,0,0,1,0,1
1,0,0,0,55,1,1,59.2,3175.85,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,56.71160714285714,1.025790182093847,0,2,3256.0,56.71160714285714,3,0,0,1,1,0
1,0,0,0,1,0,0,29.15,29.15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14.575,1.8715890850722312,0,0,29.15,14.575,1,1,0,0,0,0
1,0,0,0,1,1,0,20.05,20.05,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,10.025,1.81859410430839,0,0,20.05,10.025,0,1,0,0,0,0
1,0,0,0,4,1,1,76.05,318.9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63.78,1.173973448595245,1,0,304.2,63.779999999999994,0,1,0,0,0,1
1,0,0,0,1,0,1,24.45,24.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.225,1.8487712665406424,0,0,24.45,12.225,0,1,0,0,0,0
0,0,0,0,42,1,0,66.5,2762.75,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,64.25,1.0191570881226053,0,2,2793.0,64.25,3,0,0,0,1,0
0,0,0,0,1,1,0,49.55,49.55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.775,1.9224054316197867,0,0,49.55,24.775,1,1,0,0,1,0
1,0,0,0,7,1,1,89.35,631.85,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,78.98125,1.1171368289442838,1,0,625.4499999999999,78.98125,2,1,0,0,0,1
1,0,0,0,3,1,1,73.6,232.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,58.125,1.2448202959830863,1,0,220.8,58.125,1,1,0,0,0,1
0,0,1,0,72,1,1,82.65,5919.35,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,81.08698630136986,1.0068587448997472,1,2,5950.8,81.08698630136986,5,0,0,1,0,1
1,0,0,0,15,1,1,49.0,749.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.828125,1.0245017967984318,0,0,735.0,46.828125,0,0,1,0,1,0
1,0,1,0,4,1,1,80.35,307.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,61.48,1.28601152368758,1,0,321.4,61.48,1,1,0,0,0,1
0,0,0,0,11,1,0,25.2,245.15,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,20.429166666666667,1.1759673342407155,0,1,277.2,20.429166666666667,0,1,0,0,0,0
0,0,0,0,5,1,0,25.45,134.75,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,22.45833333333333,1.0849023090586143,0,0,127.25,22.458333333333332,0,1,0,0,0,0
0,1,0,0,1,1,1,55.8,55.8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,27.9,1.930795847750865,0,0,55.8,27.9,2,1,0,0,1,0
1,0,1,0,72,1,1,110.9,8240.85,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,112.88835616438357,0.9737606524053236,1,2,7984.8,112.88835616438357,5,0,0,1,0,1
0,0,1,0,55,1,1,77.75,4266.4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,76.18571428571428,1.007310753285212,1,0,4276.25,76.18571428571428,1,0,0,1,0,1
0,0,1,1,40,1,1,26.2,1077.5,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,26.28048780487805,0.9603933839964236,0,0,1048.0,26.28048780487805,0,0,0,0,0,0
0,0,1,0,57,1,0,19.9,1115.6,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,19.23448275862069,0.9834696659850032,0,2,1134.3,19.23448275862069,0,0,0,1,0,0
1,0,0,0,1,1,1,79.05,79.05,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,39.525,1.9506477483035165,1,0,79.05,39.525,1,1,0,0,0,1
1,0,1,0,1,1,1,95.0,95.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,47.5,1.958762886597938,1,0,95.0,47.5,3,1,0,0,0,1
0,0,0,0,1,0,0,25.2,25.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.6,1.8529411764705883,0,0,25.2,12.6,0,1,0,0,0,0
1,1,1,1,52,1,1,80.85,4079.55,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,76.97264150943397,1.0369021548438613,1,1,4204.2,76.97264150943397,4,0,0,1,0,1
